State,Optimal Action,State Value
"(1, ('H', 'H', 'L', 'H', 'H', 'H', 'L', 'H'))",7,6.698105180031515
"(1, ('H', 'H', 'L', 'H', 'H', 'H', 'L', 'L'))",7,6.69377045343178
"(1, ('H', 'H', 'L', 'H', 'H', 'L', 'H', 'H'))",7,6.698105180031515
"(1, ('H', 'H', 'L', 'H', 'H', 'L', 'H', 'L'))",7,6.69377045343178
"(1, ('H', 'H', 'L', 'H', 'H', 'L', 'L', 'H'))",7,6.698105180031515
"(1, ('H', 'H', 'L', 'H', 'H', 'L', 'L', 'L'))",7,6.69377045343178
"(1, ('H', 'H', 'L', 'H', 'L', 'H', 'H', 'H'))",7,6.698105180025438
"(1, ('H', 'H', 'L', 'H', 'L', 'H', 'H', 'L'))",7,6.693770453425703
"(1, ('H', 'H', 'L', 'H', 'L', 'H', 'L', 'H'))",7,6.698105180031515
"(1, ('H', 'H', 'L', 'H', 'L', 'H', 'L', 'L'))",7,6.69377045343178
"(1, ('H', 'H', 'L', 'H', 'L', 'L', 'H', 'H'))",7,6.698105180031515
"(1, ('H', 'H', 'L', 'H', 'L', 'L', 'H', 'L'))",7,6.69377045343178
"(1, ('H', 'H', 'L', 'H', 'L', 'L', 'L', 'H'))",7,6.698105180031515
"(1, ('H', 'H', 'L', 'H', 'L', 'L', 'L', 'L'))",7,6.69377045343178
"(1, ('H', 'H', 'L', 'L', 'H', 'H', 'H', 'H'))",7,6.698105180031515
"(1, ('H', 'H', 'L', 'L', 'H', 'H', 'H', 'L'))",7,6.69377045343178
"(1, ('H', 'H', 'L', 'L', 'H', 'H', 'L', 'H'))",7,6.698105180031515
"(1, ('H', 'H', 'L', 'L', 'H', 'H', 'L', 'L'))",7,6.69377045343178
"(1, ('H', 'H', 'L', 'L', 'H', 'L', 'H', 'H'))",7,6.698105180031515
"(1, ('H', 'H', 'L', 'L', 'H', 'L', 'H', 'L'))",7,6.69377045343178
"(1, ('H', 'H', 'L', 'L', 'H', 'L', 'L', 'H'))",7,6.698105180031515
"(1, ('H', 'H', 'L', 'L', 'H', 'L', 'L', 'L'))",7,6.69377045343178
"(1, ('H', 'H', 'L', 'L', 'L', 'H', 'H', 'H'))",7,6.698105180025438
"(1, ('H', 'H', 'L', 'L', 'L', 'H', 'H', 'L'))",7,6.693770453425703
"(1, ('H', 'H', 'L', 'L', 'L', 'H', 'L', 'H'))",7,6.698057632595835
"(1, ('H', 'H', 'L', 'L', 'L', 'H', 'L', 'L'))",7,6.6937229059961
"(1, ('H', 'H', 'L', 'L', 'L', 'L', 'H', 'H'))",7,6.698105180031515
"(1, ('H', 'H', 'L', 'L', 'L', 'L', 'H', 'L'))",7,6.69377045343178
"(1, ('H', 'H', 'L', 'L', 'L', 'L', 'L', 'H'))",7,6.698105180031515
"(1, ('H', 'H', 'L', 'L', 'L', 'L', 'L', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'H', 'H', 'H', 'H', 'H', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'H', 'H', 'H', 'H', 'H', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'H', 'H', 'H', 'H', 'L', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'H', 'H', 'H', 'H', 'L', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'H', 'H', 'H', 'L', 'H', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'H', 'H', 'H', 'L', 'H', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'H', 'H', 'H', 'L', 'L', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'H', 'H', 'H', 'L', 'L', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'H', 'H', 'L', 'H', 'H', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'H', 'H', 'L', 'H', 'H', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'H', 'H', 'L', 'H', 'L', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'H', 'H', 'L', 'H', 'L', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'H', 'H', 'L', 'L', 'H', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'H', 'H', 'L', 'L', 'H', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'H', 'H', 'L', 'L', 'L', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'H', 'H', 'L', 'L', 'L', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'H', 'L', 'H', 'H', 'H', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'H', 'L', 'H', 'H', 'H', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'H', 'L', 'H', 'H', 'L', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'H', 'L', 'H', 'H', 'L', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'H', 'L', 'H', 'L', 'H', 'H'))",7,6.698105180028163
"(1, ('H', 'L', 'H', 'L', 'H', 'L', 'H', 'L'))",7,6.693770453428428
"(1, ('H', 'L', 'H', 'L', 'H', 'L', 'L', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'H', 'L', 'H', 'L', 'L', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'H', 'L', 'L', 'H', 'H', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'H', 'L', 'L', 'H', 'H', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'H', 'L', 'L', 'H', 'L', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'H', 'L', 'L', 'H', 'L', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'H', 'L', 'L', 'L', 'H', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'H', 'L', 'L', 'L', 'H', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'H', 'L', 'L', 'L', 'L', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'H', 'L', 'L', 'L', 'L', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'L', 'H', 'H', 'H', 'H', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'L', 'H', 'H', 'H', 'H', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'L', 'H', 'H', 'H', 'L', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'L', 'H', 'H', 'H', 'L', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'L', 'H', 'H', 'L', 'H', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'L', 'H', 'H', 'L', 'H', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'L', 'H', 'H', 'L', 'L', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'L', 'H', 'H', 'L', 'L', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'L', 'H', 'L', 'H', 'H', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'L', 'H', 'L', 'H', 'H', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'L', 'H', 'L', 'H', 'L', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'L', 'H', 'L', 'H', 'L', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'L', 'H', 'L', 'L', 'H', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'L', 'H', 'L', 'L', 'H', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'L', 'H', 'L', 'L', 'L', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'L', 'H', 'L', 'L', 'L', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'L', 'L', 'H', 'H', 'H', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'L', 'L', 'H', 'H', 'H', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'L', 'L', 'H', 'H', 'L', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'L', 'L', 'H', 'H', 'L', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'L', 'L', 'H', 'L', 'H', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'L', 'L', 'H', 'L', 'H', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'L', 'L', 'H', 'L', 'L', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'L', 'L', 'H', 'L', 'L', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'L', 'L', 'L', 'H', 'H', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'L', 'L', 'L', 'H', 'H', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'L', 'L', 'L', 'H', 'L', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'L', 'L', 'L', 'H', 'L', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'L', 'L', 'L', 'L', 'H', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'L', 'L', 'L', 'L', 'H', 'L'))",7,6.69377045343178
"(1, ('H', 'L', 'L', 'L', 'L', 'L', 'L', 'H'))",7,6.698105180031515
"(1, ('H', 'L', 'L', 'L', 'L', 'L', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'H', 'H', 'H', 'H', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'H', 'H', 'H', 'H', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'H', 'H', 'H', 'H', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'H', 'H', 'H', 'H', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'H', 'H', 'H', 'L', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'H', 'H', 'H', 'L', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'H', 'H', 'H', 'L', 'L', 'H'))",7,6.698105162662282
"(1, ('L', 'H', 'H', 'H', 'H', 'L', 'L', 'L'))",7,6.693770436062547
"(1, ('L', 'H', 'H', 'H', 'L', 'H', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'H', 'H', 'L', 'H', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'H', 'H', 'L', 'H', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'H', 'H', 'L', 'H', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'H', 'H', 'L', 'L', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'H', 'H', 'L', 'L', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'H', 'H', 'L', 'L', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'H', 'H', 'L', 'L', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'H', 'L', 'H', 'H', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'H', 'L', 'H', 'H', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'H', 'L', 'H', 'H', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'H', 'L', 'H', 'H', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'H', 'L', 'H', 'L', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'H', 'L', 'H', 'L', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'H', 'L', 'H', 'L', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'H', 'L', 'H', 'L', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'H', 'L', 'L', 'H', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'H', 'L', 'L', 'H', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'H', 'L', 'L', 'H', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'H', 'L', 'L', 'H', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'H', 'L', 'L', 'L', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'H', 'L', 'L', 'L', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'H', 'L', 'L', 'L', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'H', 'L', 'L', 'L', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'L', 'H', 'H', 'H', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'L', 'H', 'H', 'H', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'L', 'H', 'H', 'H', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'L', 'H', 'H', 'H', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'L', 'H', 'H', 'L', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'L', 'H', 'H', 'L', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'L', 'H', 'H', 'L', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'L', 'H', 'H', 'L', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'L', 'H', 'L', 'H', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'L', 'H', 'L', 'H', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'L', 'H', 'L', 'H', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'L', 'H', 'L', 'H', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'L', 'H', 'L', 'L', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'L', 'H', 'L', 'L', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'L', 'H', 'L', 'L', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'L', 'H', 'L', 'L', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'L', 'L', 'H', 'H', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'L', 'L', 'H', 'H', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'L', 'L', 'H', 'H', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'L', 'L', 'H', 'H', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'L', 'L', 'H', 'L', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'L', 'L', 'H', 'L', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'L', 'L', 'H', 'L', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'L', 'L', 'H', 'L', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'L', 'L', 'L', 'H', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'L', 'L', 'L', 'H', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'L', 'L', 'L', 'H', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'L', 'L', 'L', 'H', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'L', 'L', 'L', 'L', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'L', 'L', 'L', 'L', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'H', 'L', 'L', 'L', 'L', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'H', 'L', 'L', 'L', 'L', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'H', 'H', 'H', 'H', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'H', 'H', 'H', 'H', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'H', 'H', 'H', 'H', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'H', 'H', 'H', 'H', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'H', 'H', 'H', 'L', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'H', 'H', 'H', 'L', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'H', 'H', 'H', 'L', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'H', 'H', 'H', 'L', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'H', 'H', 'L', 'H', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'H', 'H', 'L', 'H', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'H', 'H', 'L', 'H', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'H', 'H', 'L', 'H', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'H', 'H', 'L', 'L', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'H', 'H', 'L', 'L', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'H', 'H', 'L', 'L', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'H', 'H', 'L', 'L', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'H', 'L', 'H', 'H', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'H', 'L', 'H', 'H', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'H', 'L', 'H', 'H', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'H', 'L', 'H', 'H', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'H', 'L', 'H', 'L', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'H', 'L', 'H', 'L', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'H', 'L', 'H', 'L', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'H', 'L', 'H', 'L', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'H', 'L', 'L', 'H', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'H', 'L', 'L', 'H', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'H', 'L', 'L', 'H', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'H', 'L', 'L', 'H', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'H', 'L', 'L', 'L', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'H', 'L', 'L', 'L', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'H', 'L', 'L', 'L', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'H', 'L', 'L', 'L', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'L', 'H', 'H', 'H', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'L', 'H', 'H', 'H', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'L', 'H', 'H', 'H', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'L', 'H', 'H', 'H', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'L', 'H', 'H', 'L', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'L', 'H', 'H', 'L', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'L', 'H', 'H', 'L', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'L', 'H', 'H', 'L', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'L', 'H', 'L', 'H', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'L', 'H', 'L', 'H', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'L', 'H', 'L', 'H', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'L', 'H', 'L', 'H', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'L', 'H', 'L', 'L', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'L', 'H', 'L', 'L', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'L', 'H', 'L', 'L', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'L', 'H', 'L', 'L', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'L', 'L', 'H', 'H', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'L', 'L', 'H', 'H', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'L', 'L', 'H', 'H', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'L', 'L', 'H', 'H', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'L', 'L', 'H', 'L', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'L', 'L', 'H', 'L', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'L', 'L', 'H', 'L', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'L', 'L', 'H', 'L', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'L', 'L', 'L', 'H', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'L', 'L', 'L', 'H', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'L', 'L', 'L', 'H', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'L', 'L', 'L', 'H', 'L', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'L', 'L', 'L', 'L', 'H', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'L', 'L', 'L', 'L', 'H', 'L'))",7,6.69377045343178
"(1, ('L', 'L', 'L', 'L', 'L', 'L', 'L', 'H'))",7,6.698105180031515
"(1, ('L', 'L', 'L', 'L', 'L', 'L', 'L', 'L'))",7,6.69377045343178
"(2, ('H', 'H', 'H', 'H', 'H', 'H', 'H', 'H'))",7,6.698105180031515
"(2, ('H', 'H', 'H', 'H', 'H', 'H', 'H', 'L'))",7,6.69377045343178
"(2, ('H', 'H', 'H', 'H', 'H', 'H', 'L', 'H'))",7,6.698105180031515
"(2, ('H', 'H', 'H', 'H', 'H', 'H', 'L', 'L'))",7,6.69377045343178
"(2, ('H', 'H', 'H', 'H', 'H', 'L', 'H', 'H'))",7,6.698105180031515
"(2, ('H', 'H', 'H', 'H', 'H', 'L', 'H', 'L'))",7,6.69377045343178
"(2, ('H', 'H', 'H', 'H', 'H', 'L', 'L', 'H'))",7,6.698105180031515
"(2, ('H', 'H', 'H', 'H', 'H', 'L', 'L', 'L'))",7,6.69377045343178
"(2, ('H', 'H', 'H', 'H', 'L', 'H', 'H', 'H'))",7,6.698105180031515
"(2, ('H', 'H', 'H', 'H', 'L', 'H', 'H', 'L'))",7,6.69377045343178
"(2, ('H', 'H', 'H', 'H', 'L', 'H', 'L', 'H'))",7,6.698105180031515
"(2, ('H', 'H', 'H', 'H', 'L', 'H', 'L', 'L'))",7,6.69377045343178
"(2, ('H', 'H', 'H', 'H', 'L', 'L', 'H', 'H'))",7,6.698105180031515
"(2, ('H', 'H', 'H', 'H', 'L', 'L', 'H', 'L'))",7,6.69377045343178
"(2, ('H', 'H', 'H', 'H', 'L', 'L', 'L', 'H'))",7,6.698105180031515
"(2, ('H', 'H', 'H', 'H', 'L', 'L', 'L', 'L'))",7,6.69377045343178
"(2, ('H', 'H', 'H', 'L', 'H', 'H', 'H', 'H'))",7,6.698105180031515
"(2, ('H', 'H', 'H', 'L', 'H', 'H', 'H', 'L'))",7,6.69377045343178
"(2, ('H', 'H', 'H', 'L', 'H', 'H', 'L', 'H'))",7,6.698105180031515
"(2, ('H', 'H', 'H', 'L', 'H', 'H', 'L', 'L'))",7,6.69377045343178
"(2, ('H', 'H', 'H', 'L', 'H', 'L', 'H', 'H'))",7,6.698105180031515
"(2, ('H', 'H', 'H', 'L', 'H', 'L', 'H', 'L'))",7,6.69377045343178
"(2, ('H', 'H', 'H', 'L', 'H', 'L', 'L', 'H'))",7,6.698105180031515
"(2, ('H', 'H', 'H', 'L', 'H', 'L', 'L', 'L'))",7,6.69377045343178
"(2, ('H', 'H', 'H', 'L', 'L', 'H', 'H', 'H'))",7,6.698105180031515
"(2, ('H', 'H', 'H', 'L', 'L', 'H', 'H', 'L'))",7,6.69377045343178
"(2, ('H', 'H', 'H', 'L', 'L', 'H', 'L', 'H'))",7,6.698105180031515
"(2, ('H', 'H', 'H', 'L', 'L', 'H', 'L', 'L'))",7,6.69377045343178
"(2, ('H', 'H', 'H', 'L', 'L', 'L', 'H', 'H'))",7,6.698105180031515
"(2, ('H', 'H', 'H', 'L', 'L', 'L', 'H', 'L'))",7,6.69377045343178
"(2, ('H', 'H', 'H', 'L', 'L', 'L', 'L', 'H'))",7,6.698105180031515
"(2, ('H', 'H', 'H', 'L', 'L', 'L', 'L', 'L'))",7,6.69377045343178
"(2, ('H', 'H', 'L', 'H', 'H', 'H', 'H', 'H'))",7,6.698105180031515
"(2, ('H', 'H', 'L', 'H', 'H', 'H', 'H', 'L'))",7,6.69377045343178
"(2, ('H', 'H', 'L', 'H', 'H', 'H', 'L', 'H'))",7,6.698105180031515
"(2, ('H', 'H', 'L', 'H', 'H', 'H', 'L', 'L'))",7,6.69377045343178
"(2, ('H', 'H', 'L', 'H', 'H', 'L', 'H', 'H'))",7,6.698105180031515
"(2, ('H', 'H', 'L', 'H', 'H', 'L', 'H', 'L'))",7,6.69377045343178
"(2, ('H', 'H', 'L', 'H', 'H', 'L', 'L', 'H'))",7,6.698105180031515
"(2, ('H', 'H', 'L', 'H', 'H', 'L', 'L', 'L'))",7,6.69377045343178
"(2, ('H', 'H', 'L', 'H', 'L', 'H', 'H', 'H'))",7,6.698105180025438
"(2, ('H', 'H', 'L', 'H', 'L', 'H', 'H', 'L'))",7,6.693770453425703
"(2, ('H', 'H', 'L', 'H', 'L', 'H', 'L', 'H'))",7,6.698105180031515
"(2, ('H', 'H', 'L', 'H', 'L', 'H', 'L', 'L'))",7,6.69377045343178
"(2, ('H', 'H', 'L', 'H', 'L', 'L', 'H', 'H'))",7,6.698105180031515
"(2, ('H', 'H', 'L', 'H', 'L', 'L', 'H', 'L'))",7,6.69377045343178
"(2, ('H', 'H', 'L', 'H', 'L', 'L', 'L', 'H'))",7,6.698105180031515
"(2, ('H', 'H', 'L', 'H', 'L', 'L', 'L', 'L'))",7,6.69377045343178
"(2, ('H', 'H', 'L', 'L', 'H', 'H', 'H', 'H'))",7,6.698105180031515
"(2, ('H', 'H', 'L', 'L', 'H', 'H', 'H', 'L'))",7,6.69377045343178
"(2, ('H', 'H', 'L', 'L', 'H', 'H', 'L', 'H'))",7,6.698105180031515
"(2, ('H', 'H', 'L', 'L', 'H', 'H', 'L', 'L'))",7,6.69377045343178
"(2, ('H', 'H', 'L', 'L', 'H', 'L', 'H', 'H'))",7,6.698105180031515
"(2, ('H', 'H', 'L', 'L', 'H', 'L', 'H', 'L'))",7,6.69377045343178
"(2, ('H', 'H', 'L', 'L', 'H', 'L', 'L', 'H'))",7,6.698105180031515
"(2, ('H', 'H', 'L', 'L', 'H', 'L', 'L', 'L'))",7,6.69377045343178
"(2, ('H', 'H', 'L', 'L', 'L', 'H', 'H', 'H'))",7,6.698105180025438
"(2, ('H', 'H', 'L', 'L', 'L', 'H', 'H', 'L'))",7,6.693770453425703
"(2, ('H', 'H', 'L', 'L', 'L', 'H', 'L', 'H'))",7,6.698057632595835
"(2, ('H', 'H', 'L', 'L', 'L', 'H', 'L', 'L'))",7,6.6937229059961
"(2, ('H', 'H', 'L', 'L', 'L', 'L', 'H', 'H'))",7,6.698105180031515
"(2, ('H', 'H', 'L', 'L', 'L', 'L', 'H', 'L'))",7,6.69377045343178
"(2, ('H', 'H', 'L', 'L', 'L', 'L', 'L', 'H'))",7,6.698105180031515
"(2, ('H', 'H', 'L', 'L', 'L', 'L', 'L', 'L'))",7,6.69377045343178
"(2, ('H', 'L', 'H', 'H', 'H', 'H', 'H', 'H'))",7,6.698105180031515
"(2, ('H', 'L', 'H', 'H', 'H', 'H', 'H', 'L'))",7,6.69377045343178
"(2, ('H', 'L', 'H', 'H', 'H', 'H', 'L', 'H'))",7,6.698105180031515
"(2, ('H', 'L', 'H', 'H', 'H', 'H', 'L', 'L'))",7,6.69377045343178
"(2, ('H', 'L', 'H', 'H', 'H', 'L', 'H', 'H'))",7,6.698105180031515
